,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
602,-304.31033,47.812443,-17.34575,13.581554,-8.273353,-1.5296067,-10.065231,-13.608683,-9.149427,-3.6905813,-10.292618,-2.0483532,-7.3068156,0.09056063,-8.455409,1.8765343,-4.976861,-2.0972242,-3.4775553,1.656312,-3.9023135,3.3414314,0.8801918,8.811793,1.621755,8.153312,4.730935,7.7191124,3.4439425,8.380091,3.953438,8.104714,0.7892788,2.835294,0.78974164,4.5774965,2.0296338,4.1239924,-0.7708648,0.7496474,angry
92,-589.6204,80.74998,2.1075737,16.488848,10.850998,0.4837813,-1.2241352,-7.3867497,-12.183756,2.0488153,-2.0166025,-1.7668604,-2.3851538,3.2806025,-3.0133696,-0.9720755,-4.9294796,1.4040843,-2.5896409,-1.0130827,-5.9132314,0.18999231,-5.0127335,-4.1943984,-4.373632,-1.1355342,-3.6667125,-1.5782329,-1.614393,0.93136126,-3.504868,-1.9876294,-3.9613216,-0.5499597,-2.6710699,-0.7338169,-3.7478232,-2.3303568,-3.466774,-1.9134965,neutral
353,-671.03674,55.674076,7.014732,3.9897392,-5.694081,-3.429457,-1.0071076,-14.021096,-11.391858,-2.1483939,-8.835647,-4.0390177,-10.031994,1.0458038,-7.264478,-5.5841174,-7.2215276,-4.4116073,-8.193781,-5.7912064,-7.5722213,-2.7026968,-10.205595,-2.363439,-5.8053603,-4.1156316,-5.741873,0.37411475,-4.955233,3.2746518,0.7177364,6.531324,3.3927162,7.1066,3.0649238,5.7944784,5.648513,6.173407,3.911183,2.9627879,sad
395,-506.00375,53.83433,-21.945734,3.4294817,-8.049181,-14.483627,-10.390617,-11.558405,-17.113625,4.3931246,-9.918503,0.71714866,-4.6102066,-1.0100396,1.723471,1.8970739,-1.4383199,13.625187,6.4621315,14.955755,10.965502,12.7264385,2.7917895,4.9507065,0.45459977,7.042528,5.0333858,3.8539202,0.97180146,0.8497745,2.1817808,4.6750364,2.7444298,1.2179352,-1.0672385,2.3380864,0.89287454,1.3408195,1.0147213,3.265891,sad
15,-637.40857,68.016785,4.8779874,12.068758,-2.7385767,-7.499903,-11.565247,-5.485041,-8.87061,-1.2411857,-11.274379,-1.889981,-5.16951,-5.0190744,-4.371732,-6.1321115,-4.445866,-3.0570896,-6.9928756,-3.0300097,-7.35214,-2.892878,-6.910165,-2.8985379,-5.933801,-3.298356,-5.582366,-1.6721668,-3.9151175,1.1668311,0.26212323,0.52678376,-0.7704769,0.4684508,-1.3160765,1.2466664,1.6159235,3.190005,2.004349,2.7094696,neutral
678,-617.77136,66.02368,-6.088353,16.322136,5.4993663,-4.410097,-11.0148535,-13.078561,-12.269051,1.5814921,-7.6803885,-3.7044492,0.4093965,0.18373261,-6.428302,2.5356994,-9.405923,-0.59291077,-2.1345973,-2.2022543,-8.952386,-1.735394,-5.4110875,0.3653248,-6.4602013,3.9709764,-4.812245,4.74028,-0.9139797,-0.2861602,-1.2773561,4.8867097,2.8666458,6.768881,7.4002204,8.105882,7.458261,10.854685,7.209135,10.390579,fear
173,-593.2211,49.7055,-33.039326,7.322791,-2.0900965,-20.301321,-13.236039,-16.20866,-9.374709,3.8646674,-13.542437,-3.3118217,-5.4871163,-8.164588,-5.3679514,-5.3292694,-8.601103,-0.64551574,-9.147712,-8.212027,1.0845666,0.15351602,0.12830329,7.1931434,3.1948602,5.4073997,2.1106226,3.7087135,2.7373679,5.3514,3.9811366,9.852865,2.676642,4.0274243,0.8808477,2.414781,2.9395173,1.7354866,-0.7285474,1.1179942,happy
593,-373.25565,5.505464,-38.06775,-3.6123292,-19.442133,-9.448939,-9.091408,-3.6621525,-14.989532,-4.59062,-8.290081,-6.631314,0.48543295,7.0800724,12.609787,11.39111,3.0686047,-3.3085792,-8.341998,-1.1833999,0.18817128,4.5965004,-6.379032,-4.12977,-4.1715245,3.5855157,-2.3840652,0.5484732,2.3359392,6.330185,-2.809328,-0.60620844,-2.4161363,1.174615,-1.9043145,0.3720248,-2.0466578,1.3378471,-1.1595284,1.5067968,angry
375,-664.9314,56.161564,4.9772496,14.729717,-0.57073295,-5.939981,-18.594297,-7.3925743,-8.219983,-1.4747865,-13.237239,-3.9695454,-4.705152,-4.9574866,-4.0734005,-5.271468,-7.029035,-1.9011413,-9.704745,-3.5876493,-5.4789057,-4.428121,-6.340552,-5.5282393,-5.8957114,-4.2031054,-3.3164065,1.2809554,1.1629362,3.7774408,0.97220767,2.1081638,-0.12168813,3.9610388,3.6409512,7.840835,1.7043225,1.5726002,-0.91727155,3.8149989,sad
747,-528.66034,33.686684,-15.809466,0.75484973,-10.0053625,-7.3383894,-8.856242,-15.888183,-15.132002,-3.126451,-10.317163,-7.6254945,-9.763057,1.255295,-9.352454,-3.111453,-4.2892895,-0.13586418,0.35426593,10.762899,8.741879,13.60248,3.522995,4.282983,-0.5514414,4.104854,-1.6669911,0.8213451,-4.656488,-2.1818414,-2.2391734,-0.24961075,-3.7602816,-4.033479,-2.8183362,1.0108483,-2.0949764,-0.8655985,-0.50916106,3.6774526,fear
496,-621.7202,64.880875,4.340854,18.970882,14.058141,8.629714,4.4468307,2.0020351,-1.2882152,6.0566444,-1.6408877,4.138419,4.4158325,2.8222704,-1.4265642,0.9960661,-1.5395374,1.9680698,-1.2234592,1.4729819,-2.4724967,2.0580623,-5.407255,1.1735151,-2.4915311,3.1908984,-2.9120984,3.3193738,-1.8919419,-0.582895,-2.6588304,-0.19793418,0.09337593,2.758616,-1.086985,-0.02340497,-1.3524535,-0.16571158,-2.1416757,-0.5631522,angry
461,-542.1635,34.556232,-38.771046,5.120889,-10.844219,-26.06724,-19.510376,-18.868492,-15.47717,11.022054,-20.810892,1.5715464,-5.126471,-7.8704085,-1.2907454,-11.199515,-4.676574,6.536765,-2.7795162,6.4061112,8.487127,9.914627,5.5775795,10.704987,-1.4798874,0.613446,-5.229697,2.3086627,-3.3121746,1.204236,-4.5985255,1.2900625,-0.8406704,6.819613,-0.90384907,5.137194,-1.2753257,1.6609209,-2.7377613,3.9956074,sad
211,-507.54443,33.73072,-41.23925,-2.2009795,-22.391912,-19.45866,-13.864467,-18.462248,-13.763961,-1.7781386,-15.601691,-0.5607019,-12.479662,-1.5827212,-3.4685652,0.12780583,4.016709,4.6346374,1.1751343,2.3482134,4.665365,4.4683385,-0.68407935,3.5699744,0.01557243,3.826316,-0.45259017,2.4077313,-2.6480184,2.561703,0.8923561,3.0984402,0.08062694,0.5570117,-3.4322991,-0.70422775,-1.6423727,-0.24534757,-1.6100812,0.8270366,happy
798,-496.58737,38.71318,-14.755689,4.847106,-6.9862776,-19.974678,-12.994034,-2.9609437,-15.051371,-7.607485,-7.4726086,-7.7415247,-7.393883,1.4305124,-7.238577,1.6427634,-5.432912,2.1621857,2.9314985,4.6334095,0.07361686,5.269863,0.47260275,6.132259,6.225355,17.670822,7.567281,11.115976,1.3587525,3.0658443,2.4134424,5.020639,0.5587023,2.6535678,1.3989732,3.7543628,1.6277809,3.8162463,4.9848886,5.571992,fear
456,-576.36383,60.400696,-6.7753005,17.13632,0.69175494,-1.6212965,-10.062558,-8.42777,-20.224295,-2.6939864,-3.2599804,-5.333936,-1.1357096,-5.7233467,-6.0247464,3.1488497,-10.64653,-3.657353,-4.571107,-1.8307635,-9.199719,-1.3080344,-4.2148256,-5.510715,-4.7222266,-0.42382818,-7.6620517,0.63981164,-6.3164306,-0.41384032,-4.6115894,-2.5245018,-4.920991,-3.2132561,-4.928188,-2.06247,-1.9963307,-2.6828415,-3.7689388,-2.2906406,sad
58,-672.7022,67.2085,22.20311,24.145655,8.753647,6.5220213,2.2504969,0.9339406,-5.78976,1.8137442,-0.06125076,-0.4344187,-3.6747591,0.88150066,-0.82153916,5.3458195,-3.0469816,0.4648252,-2.1421213,0.63113123,-5.9578586,0.83986664,-1.8392217,0.5268809,-4.224602,1.7496148,-3.9740276,2.0752356,-2.2775583,1.4536469,-1.2598435,1.1950241,-1.7893461,0.84237486,-2.6665778,-1.0281943,-2.7872858,0.026145693,-3.0217276,-0.35281622,neutral
479,-650.2156,48.68226,-2.044741,1.347887,-11.519113,-4.9762554,-12.109073,-9.245655,-15.589066,-2.3788342,-12.14006,-2.4781952,-5.4745045,-5.1036263,-3.110221,-5.4642844,-5.181386,0.2399559,-5.888952,-0.09727308,-4.59199,-0.2852974,-3.3771753,1.95111,-1.0334109,7.643377,4.3740187,11.84123,5.4579663,5.5120068,0.35321358,-0.6188182,-1.5493795,0.380419,-0.43567073,-0.83339417,-3.4583185,-1.1303221,-3.1167483,-1.0140389,sad
477,-597.76746,49.4319,-7.628322,8.225904,0.3410312,-4.447108,-15.489818,-9.082636,-18.958296,-2.5345726,-8.727133,-9.25736,-3.182663,-5.9171934,-3.1268234,-5.33145,-10.110094,1.9013857,-8.582716,-2.8630016,-8.515775,-2.1578627,-8.729655,-1.1986383,-7.296375,1.5755945,-6.980375,-0.07545609,-4.5160794,3.4864247,4.196079,9.851439,10.702697,14.351281,10.803462,10.221959,4.208114,5.1447754,0.5047278,2.954913,sad
458,-443.20953,68.361336,-9.942329,11.826445,2.1786993,3.2202005,-14.745446,-9.548471,-16.207048,-11.37325,-4.8670483,-5.802353,-8.7339325,-0.088564225,-7.264974,3.2586837,-5.9471054,-2.293533,-1.0700741,-0.3348736,-9.45943,-0.7112463,-2.866183,-3.4595747,-6.1168275,2.902006,-3.457475,2.8216195,0.09302775,4.8909035,3.8948019,5.1080256,3.8260467,8.37641,6.353877,8.90846,7.4695673,5.158402,0.8978847,3.2445755,sad
47,-661.3973,49.44881,-16.609676,4.075928,-11.638916,-9.391638,-13.932027,-13.264482,-11.226472,-4.6501174,-13.03136,-2.0997493,-8.090864,-6.241995,-4.9286184,-5.1937966,-7.5926423,-3.7038174,-6.7885714,-3.9047806,-6.2373056,-3.7895453,-5.013898,-1.9461329,-3.8228424,0.986385,-1.4199699,2.512167,0.87297845,4.4645214,4.1477222,8.042336,6.2251735,7.734495,2.7104514,3.2184134,0.34127027,0.61545616,-0.322906,-0.06650728,neutral
483,-533.5835,41.340714,-13.902108,5.5792375,-12.495053,-7.2891154,-10.105377,-14.202601,-11.060785,-4.3892565,-6.554008,-8.091743,-5.71455,-1.5874527,-12.640352,-2.5899158,-5.1301394,-1.0496691,-4.493979,4.779849,-1.4862032,4.2702284,-0.6243904,2.1934245,-0.26386437,0.50116223,-2.1688058,0.91094416,0.39564517,3.7627456,0.6968273,2.162633,0.24008024,0.15833004,-1.4179014,0.49819532,-0.68724644,2.355405,2.73394,1.2545713,angry
503,-480.77054,39.903244,-23.032877,2.7605321,-19.014961,-11.10583,-8.223474,-11.592508,-11.166933,0.7532241,-13.055002,3.9831069,-7.5912576,-4.712688,-0.4346604,-6.871211,-5.674636,-3.1135342,-7.3661866,0.31371093,-3.7938213,-0.20276818,-1.9825766,-1.673823,-2.1539414,3.5781505,1.9183816,10.051667,6.8893347,7.063982,3.0674098,2.160487,-0.02670848,2.1054842,0.8522241,2.6163263,-0.31980887,0.70670635,-2.1895604,0.044116918,angry
504,-501.73395,48.052906,-8.444379,11.747381,-6.144986,-2.021206,-10.211418,-7.5325584,-17.26066,-5.3260937,-7.2538867,-5.600393,-6.073287,-3.4548066,-7.204955,-1.6794801,-11.377578,-0.4396776,-8.035426,-3.3351405,-6.720196,-1.6069164,-3.7755172,-0.12694821,-3.7203243,0.94684637,-4.6574616,0.7402051,-4.4431505,-1.3884856,-2.4711144,-1.7265314,-3.3436873,-1.6782652,-3.1470459,2.0519707,-0.45817587,3.328913,-0.7214391,1.2545333,angry
201,-343.94254,42.728283,-36.748062,-1.3998531,-6.047951,-23.362148,-14.65269,-21.749311,-20.590164,2.3092992,-18.119041,-9.611262,-4.600758,-7.898646,-0.734922,5.823744,0.021753099,13.414507,7.1217294,4.58756,-1.6934367,4.557706,-5.248101,-0.4564904,-4.073296,-0.04738617,-2.7174938,-1.8078723,-1.8440331,-0.87397677,0.21241675,2.4934065,-3.4557157,4.674219,0.25687405,3.6699438,0.27352366,3.623475,-0.3589164,-0.4160291,happy
286,-511.67273,44.926254,-13.741602,1.8817712,-4.344431,-8.689504,-11.282272,-5.077879,-19.157797,-4.434033,-5.0177817,-6.539159,-7.1675615,-5.785334,-9.619939,0.21241158,-11.541719,-2.8394442,-6.023879,-2.882212,-8.691769,-1.9548408,-2.9887514,0.90488476,0.8736681,7.114086,-0.53815776,3.4265146,-0.057657402,2.1180317,1.5886403,3.0665188,0.34875962,0.8491197,0.76547396,3.290743,0.41361374,1.0749178,-0.21819645,-0.4014783,happy
443,-504.05115,39.94093,-26.760172,-4.8615866,-9.586844,-14.703323,-14.235136,-14.461061,-18.565401,2.7644334,-11.593069,-3.4278626,-6.3447657,-6.416044,-3.137259,-4.952679,-4.0025907,7.107556,4.238153,9.855144,10.209878,15.008759,8.140031,9.654512,1.7721946,3.6213405,1.4661098,5.161125,3.4453197,0.4912815,0.22897024,1.10185,-0.3545414,0.3128681,-1.0863415,1.8880769,1.2283856,2.0492084,-0.71347183,-0.22670233,sad
768,-424.48694,55.151596,-16.315454,9.319869,-0.4805239,8.23849,-8.715486,-8.627816,-17.307537,0.6520498,-0.28592306,-1.7498289,-3.3061574,-0.26079848,-2.6091936,10.246317,-4.90122,-3.2203968,-3.7634017,-0.75440097,-7.560613,2.5082245,-3.0829227,2.592367,-0.108228475,6.672497,-0.7828359,5.853272,1.9279186,2.607138,4.845421,5.7796087,1.6620375,3.6467793,-3.6049826,2.106898,2.8971767,4.3902,-0.303788,1.4381855,fear
93,-657.6401,56.292313,-0.21838193,5.280306,3.2827754,1.40143,-8.385195,-9.82593,-14.400279,2.6588833,-5.014253,-6.4712853,-4.127596,-0.54090554,-3.2030709,-4.605667,-3.4199145,-0.43520862,-7.9040136,-1.5504582,-7.096371,-2.9468565,-6.9361463,-1.2016964,-6.4813013,-1.0727379,-5.1973014,1.7177491,-0.29890886,4.929005,0.7581751,3.3029227,-0.1514874,7.0336103,3.2606916,7.1705074,2.6094952,3.6158774,-2.1037183,3.7586787,neutral
306,-697.36755,76.09772,16.336212,22.299908,7.213486,14.667612,2.6310747,-2.3866422,-3.9127977,2.5782335,0.7807319,-1.6950347,0.9974018,1.5295784,2.120585,5.4167867,-5.7038703,4.0865073,-2.0246947,4.7115545,-7.258907,1.8776072,-2.242915,-1.7381546,-1.557348,2.0254998,-3.3795195,2.3849833,-2.264545,3.3798668,-1.052015,-0.8403237,-2.2465143,-0.49897286,-1.7603179,1.3725767,-1.8276166,-1.9168817,-3.4096508,-1.6699184,sad
811,-305.32996,29.128513,-42.828636,-13.562621,-27.379494,-13.132944,-12.775866,-18.777832,-10.221162,4.7414074,-10.989683,10.248139,-0.15141028,17.94052,-1.7263954,3.0776422,2.4018202,2.7734072,0.888149,9.185007,3.3650632,4.9027143,-2.310249,6.2002115,-3.3253589,1.5515789,-1.0843031,2.261231,-3.0140147,3.3153875,-6.26411,1.8727367,-0.39586875,2.542723,1.91612,2.1316445,-1.0495027,3.8366685,0.2164882,2.566269,fear
315,-560.50616,38.179653,-12.759106,2.7263124,-10.478692,-8.127688,-7.754264,-15.811973,-12.311698,-2.819133,-7.358594,-5.7946486,-11.353914,5.024062,-9.878708,-0.43660423,-0.43080157,3.292162,1.330151,4.074848,0.18023664,5.2569213,1.779189,6.221507,1.1880336,3.0529656,-5.2309537,-0.44062158,0.68612194,3.1601572,-1.1930454,-0.29930493,0.018053629,1.5927937,-1.8063887,0.6333112,-1.7902405,0.7211741,-2.7059822,-0.21287674,sad
466,-523.0815,47.618916,8.554867,12.271607,-1.7469703,2.8491862,-4.8579264,-4.8296356,-10.733516,-8.006014,-3.013882,-1.0943447,-6.8344445,-0.9991998,-2.5035756,2.021434,-7.4326096,0.97894573,-4.2566514,2.5796325,-6.930806,0.8401975,-2.369146,-0.046223797,-6.498769,2.0237286,-4.1756635,1.5934657,0.5910753,4.3471403,3.950396,5.258959,2.6597784,4.3506308,0.63682824,2.6052256,3.1837492,4.0587797,3.9468405,4.4708443,sad
494,-513.3729,64.02472,-9.6486025,14.5692215,7.1923776,-4.907241,1.5265564,2.1576228,-8.554796,2.6883695,-2.5479827,2.0640836,-3.3214452,1.1043713,0.19753142,2.6484492,-2.9712489,0.26937664,-1.8748806,0.95178986,-3.765772,2.3366067,-3.0759547,0.0007202485,-2.382213,1.2049309,-2.942477,2.351807,-1.5971556,1.3463442,0.15964442,4.9829135,1.87487,3.2900696,0.9851541,0.64670485,-0.23943682,1.5776262,1.7531807,3.7128687,angry
842,-322.75546,55.88544,-29.028217,1.6176308,-10.373054,1.5226742,-24.211021,-12.961689,-17.049025,-15.367807,4.0802207,-3.1908557,-12.115104,7.9343467,-1.2272167,7.016519,-2.95566,-1.0252078,-0.5400598,4.1258454,-8.912301,4.260892,2.2410808,6.564726,3.0891974,17.020555,9.220148,11.452836,3.5286505,9.286051,3.0326326,7.9189568,0.8627724,2.999403,0.27001274,5.0635343,2.3942778,2.1202703,-2.7798302,1.6542441,fear
701,-630.96,60.741768,-22.834314,9.187981,0.116841204,-9.774669,-13.668993,-13.254087,-7.1094723,3.8401606,-12.328975,-4.5861,-5.326948,-0.54193074,-9.54289,-2.596837,-10.846172,-0.38884625,-9.161023,-3.939208,-0.5142468,4.343629,-0.39018697,9.671806,2.866749,8.190155,1.6678808,6.9922237,1.9359043,8.392033,1.5872811,8.493812,3.324888,5.789079,3.1350951,6.03113,0.674947,1.9827691,0.72234666,4.2149625,fear
